	TF	cell line	AUROC
750	E2F4	CG_HeLa	
751	E2F6	CG_HeLa	0.6507302511842927
752	E2F8	CG_HeLa	
753	EBF1	CG_HeLa	
754	EGR1	CG_HeLa	
755	ELF1	CG_HeLa	
756	ELF3	CG_HeLa	
757	ELF4	CG_HeLa	
758	ELK1	CG_HeLa	0.7034686218626834
759	ELK4	CG_HeLa	0.7237306741590284
760	ERG	CG_HeLa	
761	ESRRA	CG_HeLa	
762	ETS1	CG_HeLa	
763	ETV1	CG_HeLa	
764	ETV4	CG_HeLa	
765	ETV5	CG_HeLa	
766	ETV6	CG_HeLa	
767	FOS	CG_HeLa	0.4013314809312336
768	FOSL1	CG_HeLa	
769	FOSL2	CG_HeLa	
770	FOXA2	CG_HeLa	
771	FOXA3	CG_HeLa	
772	FOXO3	CG_HeLa	
773	FOXP1	CG_HeLa	
774	GABPA	CG_HeLa	0.7472441709085921
775	GATA1	CG_HeLa	
776	GATA2	CG_HeLa	
777	GATA3	CG_HeLa	
778	GATA4	CG_HeLa	
779	GFI1B	CG_HeLa	
780	HES1	CG_HeLa	
781	HLF	CG_HeLa	
782	HNF1A	CG_HeLa	
783	HNF4A	CG_HeLa	
784	HNF4G	CG_HeLa	
785	HOMEZ	CG_HeLa	
786	HOXB13	CG_HeLa	
787	HSF1	CG_HeLa	
788	IRF1	CG_HeLa	
789	IRF2	CG_HeLa	
790	IRF3	CG_HeLa	0.5603794871295043
791	IRF4	CG_HeLa	
792	IRF5	CG_HeLa	
793	JUN	CG_HeLa	0.7452098745188992
794	JUNB	CG_HeLa	
795	JUND	CG_HeLa	0.4979228183179172
796	KLF1	CG_HeLa	
797	KLF13	CG_HeLa	
798	KLF16	CG_HeLa	
799	KLF5	CG_HeLa	
800	KLF6	CG_HeLa	
801	MAFF	CG_HeLa	0.7281957302978022
802	MAFK	CG_HeLa	0.6567498773406809
803	MAX	CG_HeLa	0.5377070022463882
804	MAZ	CG_HeLa	0.5198256526823988
805	MEF2A	CG_HeLa	
806	MEF2C	CG_HeLa	
807	MEIS2	CG_HeLa	
808	MGA	CG_HeLa	
809	MITF	CG_HeLa	
810	MLX	CG_HeLa	
811	MXI1	CG_HeLa	0.6230773711054929
812	MYB	CG_HeLa	
813	MYC	CG_HeLa	0.557874933462604
814	NEUROD1	CG_HeLa	
815	NFATC1	CG_HeLa	
816	NFATC3	CG_HeLa	
817	NFE2	CG_HeLa	
818	NFE2L2	CG_HeLa	0.7622984023369094
819	NFIA	CG_HeLa	
820	NFIL3	CG_HeLa	
821	NFYA	CG_HeLa	0.6347395520315775
822	NFYB	CG_HeLa	0.6518439437074728
823	NFYC	CG_HeLa	
824	NKX2-1	CG_HeLa	
825	NR2C1	CG_HeLa	
826	NR2C2	CG_HeLa	0.7553463241651669
827	NR2F1	CG_HeLa	
828	NR2F6	CG_HeLa	
829	NR3C1	CG_HeLa	0.7154270341443851
830	NRF1	CG_HeLa	0.7483974635858892
831	PAX5	CG_HeLa	
832	PBX2	CG_HeLa	
833	PBX3	CG_HeLa	
834	PKNOX1	CG_HeLa	
835	PLAG1	CG_HeLa	
836	POU2F2	CG_HeLa	
837	PPARG	CG_HeLa	
838	PRDM1	CG_HeLa	0.7491336762796657
839	RBPJ	CG_HeLa	
840	RELA	CG_HeLa	0.7052626275082309
841	RELB	CG_HeLa	
842	REST	CG_HeLa	0.8352057400168225
843	RFX1	CG_HeLa	
844	RFX3	CG_HeLa	
845	RFX5	CG_HeLa	0.5931831078140358
846	RUNX1	CG_HeLa	
847	RUNX3	CG_HeLa	
848	RXRA	CG_HeLa	
849	RXRB	CG_HeLa	
850	SIX5	CG_HeLa	
851	SMAD1	CG_HeLa	
852	SMAD4	CG_HeLa	
853	SMARCC1	CG_HeLa	0.7792331886501668
854	SMARCC2	CG_HeLa	0.8001582826325945
855	SOX6	CG_HeLa	
856	SP1	CG_HeLa	
857	SP2	CG_HeLa	
858	SP5	CG_HeLa	
859	SPDEF	CG_HeLa	
860	SPI1	CG_HeLa	
861	SREBF1	CG_HeLa	
862	SREBF2	CG_HeLa	0.3169600832075065
863	SRF	CG_HeLa	
864	STAT1	CG_HeLa	0.7509180550103709
865	STAT2	CG_HeLa	
866	STAT3	CG_HeLa	0.6404722791367886
867	STAT5A	CG_HeLa	
868	TAL1	CG_HeLa	
869	TBX21	CG_HeLa	
870	TBX3	CG_HeLa	
871	TCF12	CG_HeLa	
872	TCF3	CG_HeLa	
873	TCF7	CG_HeLa	
874	TCF7L2	CG_HeLa	0.6137410785091197
875	TEAD1	CG_HeLa	
876	TEAD3	CG_HeLa	
877	TFAP4	CG_HeLa	
878	TFDP1	CG_HeLa	
879	TFE3	CG_HeLa	
880	TGIF2	CG_HeLa	
881	THAP1	CG_HeLa	
882	THRB	CG_HeLa	
883	TP53	CG_HeLa	
884	TP73	CG_HeLa	
885	USF1	CG_HeLa	
886	USF2	CG_HeLa	0.8005741459012262
887	YY1	CG_HeLa	0.8725266047716449
888	YY2	CG_HeLa	0.5860022909593359
889	ZBED1	CG_HeLa	
890	ZBTB33	CG_HeLa	
891	ZBTB7A	CG_HeLa	
892	ZEB1	CG_HeLa	
893	ZFX	CG_HeLa	
894	ZKSCAN1	CG_HeLa	0.40204481746873344
895	ZNF143	CG_HeLa	0.8546114458704586
896	ZNF148	CG_HeLa	
897	ZNF263	CG_HeLa	
898	ZNF274	CG_HeLa	
899	ZNF282	CG_HeLa	
900	ZNF384	CG_HeLa	
901	ZNF589	CG_HeLa	
902	ZNF652	CG_HeLa	
903	ZNF740	CG_HeLa	
904	ZNF75A	CG_HeLa	
905	AR	nonCG_HeLa	
906	ARID3A	nonCG_HeLa	
907	ATF1	nonCG_HeLa	
908	ATF2	nonCG_HeLa	
909	ATF3	nonCG_HeLa	
910	ATF4	nonCG_HeLa	
911	ATF7	nonCG_HeLa	
912	BACH1	nonCG_HeLa	
913	BATF	nonCG_HeLa	
914	BATF3	nonCG_HeLa	
915	BCL11A	nonCG_HeLa	
916	BCL6	nonCG_HeLa	
917	BHLHE40	nonCG_HeLa	
918	CBFB	nonCG_HeLa	
919	CEBPA	nonCG_HeLa	
920	CEBPB	nonCG_HeLa	0.6937249295335152
921	CEBPD	nonCG_HeLa	
922	CEBPG	nonCG_HeLa	
923	CEBPZ	nonCG_HeLa	
924	CREB3	nonCG_HeLa	
925	CREB3L1	nonCG_HeLa	
926	CREM	nonCG_HeLa	
927	CTCF	nonCG_HeLa	0.8362314269950999
928	CTCFL	nonCG_HeLa	
929	CUX1	nonCG_HeLa	
930	E2F1	nonCG_HeLa	0.4647768397275451
931	E2F4	nonCG_HeLa	
932	E2F6	nonCG_HeLa	0.5955332652383228
933	E2F8	nonCG_HeLa	
934	EBF1	nonCG_HeLa	
935	EGR1	nonCG_HeLa	
936	ELF1	nonCG_HeLa	
937	ELF3	nonCG_HeLa	
938	ELF4	nonCG_HeLa	
939	ELK1	nonCG_HeLa	0.5848156653757108
940	ELK4	nonCG_HeLa	0.6221695807414336
941	ERG	nonCG_HeLa	
942	ESRRA	nonCG_HeLa	
943	ETS1	nonCG_HeLa	
944	ETV1	nonCG_HeLa	
945	ETV4	nonCG_HeLa	
946	ETV5	nonCG_HeLa	
947	ETV6	nonCG_HeLa	
948	FOS	nonCG_HeLa	0.6482883635283301
949	FOSL1	nonCG_HeLa	
950	FOSL2	nonCG_HeLa	
951	FOXA2	nonCG_HeLa	
952	FOXA3	nonCG_HeLa	
953	FOXO3	nonCG_HeLa	
954	FOXP1	nonCG_HeLa	
955	GABPA	nonCG_HeLa	0.6771252461768855
956	GATA1	nonCG_HeLa	
957	GATA2	nonCG_HeLa	
958	GATA3	nonCG_HeLa	
959	GATA4	nonCG_HeLa	
960	GFI1B	nonCG_HeLa	
961	HES1	nonCG_HeLa	
962	HLF	nonCG_HeLa	
963	HNF1A	nonCG_HeLa	
964	HNF4A	nonCG_HeLa	
965	HNF4G	nonCG_HeLa	
966	HOMEZ	nonCG_HeLa	
967	HOXB13	nonCG_HeLa	
968	HSF1	nonCG_HeLa	
969	IRF1	nonCG_HeLa	
970	IRF2	nonCG_HeLa	
971	IRF3	nonCG_HeLa	0.7370507048388527
972	IRF4	nonCG_HeLa	
973	IRF5	nonCG_HeLa	
974	JUN	nonCG_HeLa	0.7031798027310654
975	JUNB	nonCG_HeLa	
976	JUND	nonCG_HeLa	0.7973255595086042
977	KLF1	nonCG_HeLa	
978	KLF13	nonCG_HeLa	
979	KLF16	nonCG_HeLa	
980	KLF5	nonCG_HeLa	
981	KLF6	nonCG_HeLa	
982	MAFF	nonCG_HeLa	0.7714158124365148
983	MAFK	nonCG_HeLa	0.7600635436865761
984	MAX	nonCG_HeLa	0.5909363832490107
985	MAZ	nonCG_HeLa	0.5434465054233845
986	MEF2A	nonCG_HeLa	
987	MEF2C	nonCG_HeLa	
988	MEIS2	nonCG_HeLa	
989	MGA	nonCG_HeLa	
990	MITF	nonCG_HeLa	
991	MLX	nonCG_HeLa	
992	MXI1	nonCG_HeLa	0.5168102971283128
993	MYB	nonCG_HeLa	
994	MYC	nonCG_HeLa	0.5561884398411487
995	NEUROD1	nonCG_HeLa	
996	NFATC1	nonCG_HeLa	
997	NFATC3	nonCG_HeLa	
998	NFE2	nonCG_HeLa	
999	NFE2L2	nonCG_HeLa	0.8555826683168342
1000	NFIA	nonCG_HeLa	
1001	NFIL3	nonCG_HeLa	
1002	NFYA	nonCG_HeLa	0.6821612481539623
1003	NFYB	nonCG_HeLa	0.7267752168248517
1004	NFYC	nonCG_HeLa	
1005	NKX2-1	nonCG_HeLa	
1006	NR2C1	nonCG_HeLa	
1007	NR2C2	nonCG_HeLa	0.8514730140977295
1008	NR2F1	nonCG_HeLa	
1009	NR2F6	nonCG_HeLa	
1010	NR3C1	nonCG_HeLa	0.734075951831652
1011	NRF1	nonCG_HeLa	0.6550276830048436
1012	PAX5	nonCG_HeLa	
1013	PBX2	nonCG_HeLa	
1014	PBX3	nonCG_HeLa	
1015	PKNOX1	nonCG_HeLa	
1016	PLAG1	nonCG_HeLa	
1017	POU2F2	nonCG_HeLa	
1018	PPARG	nonCG_HeLa	
1019	PRDM1	nonCG_HeLa	0.8044542824427537
1020	RBPJ	nonCG_HeLa	
1021	RELA	nonCG_HeLa	0.7059952453345759
1022	RELB	nonCG_HeLa	
1023	REST	nonCG_HeLa	0.7975746953695992
1024	RFX1	nonCG_HeLa	
1025	RFX3	nonCG_HeLa	
1026	RFX5	nonCG_HeLa	0.7639072098891189
1027	RUNX1	nonCG_HeLa	
1028	RUNX3	nonCG_HeLa	
1029	RXRA	nonCG_HeLa	
1030	RXRB	nonCG_HeLa	
1031	SIX5	nonCG_HeLa	
1032	SMAD1	nonCG_HeLa	
1033	SMAD4	nonCG_HeLa	
